,title,author_name,title_link,date,filtered_title
0,,,,,
1,A bibliometric review of the Waqf literature,"Muneer M. Alshater, M. Kabir Hassan, Mamunur Rashid, Rashedul Hasan",https://pureportal.coventry.ac.uk/en/publications/a-bibliometric-review-of-the-waqf-literature,Jun 2022,"['bibliometric', 'review', 'waqf', 'literature', 'muneer', 'alshater', 'kabir', 'hassan', 'mamunur', 'rashid', 'rashedul', 'hasan']"
